celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score_norm,week1_judge2_score_norm,week1_judge3_score_norm,week1_judge4_score_norm,week2_judge1_score_norm,week2_judge2_score_norm,week2_judge3_score_norm,week2_judge4_score_norm,week3_judge1_score_norm,week3_judge2_score_norm,week3_judge3_score_norm,week3_judge4_score_norm,week4_judge1_score_norm,week4_judge2_score_norm,week4_judge3_score_norm,week4_judge4_score_norm,week5_judge1_score_norm,week5_judge2_score_norm,week5_judge3_score_norm,week5_judge4_score_norm,week6_judge1_score_norm,week6_judge2_score_norm,week6_judge3_score_norm,week6_judge4_score_norm,week7_judge1_score_norm,week7_judge2_score_norm,week7_judge3_score_norm,week7_judge4_score_norm,week8_judge1_score_norm,week8_judge2_score_norm,week8_judge3_score_norm,week8_judge4_score_norm,week9_judge1_score_norm,week9_judge2_score_norm,week9_judge3_score_norm,week9_judge4_score_norm,week10_judge1_score_norm,week10_judge2_score_norm,week10_judge3_score_norm,week10_judge4_score_norm,week11_judge1_score_norm,week11_judge2_score_norm,week11_judge3_score_norm,week11_judge4_score_norm,avg_judge_score,std_judge_score,min_judge_score,max_judge_score,score_range,score_trend,score_improvement,avg_judge_disagreement,max_judge_disagreement,performance_consistency,n_weeks_with_scores,total_judge_scores,score_trend_r2
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,1.015880642,-0.029025161,1.015880642,0,1.679425437,0.327692768,1.679425437,0,1.264562748,1.264562748,1.264562748,0,2.339243216,1.303840481,2.339243216,0,0.176776695,0.176776695,0.176776695,0,1.56150157,0.816239457,1.56150157,0,1.503720875,0.630592625,1.503720875,0,-0.154074243,-0.154074243,0.423704169,0,0.784755783,1.194190023,1.194190023,0,-0.432936921,-0.432936921,-0.432936921,0,,,,,0.852092758,0.794088124,-0.432936921,2.339243216,2.772180137,-0.111762433,-1.100515629,0.193676701,0.609060403,0.730630588,10,30,0.214490192
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,2.060786446,1.015880642,1.015880642,0,0.327692768,0.327692768,1.679425437,0,1.264562748,0.11496025,1.264562748,0,0.268437746,1.303840481,1.303840481,0,1.237436867,1.237436867,2.298097039,0,1.56150157,0.816239457,1.56150157,0,0.630592625,-1.115663875,-0.242535625,0,1.579260992,1.579260992,1.579260992,0,-0.30704156,-0.7164758,-0.30704156,0,-0.432936921,-1.732267311,2.164944418,0,,,,,0.77797113,1.008916142,-1.732267311,2.298097039,4.03036435,-0.1286248,-1.364269181,0.708683933,3.937584362,0.753897601,10,30,0.266830912
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,-1.073930965,-2.118836768,-1.073930965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.422232899,0.603276647,-2.118836768,-1.073930965,1.044905803,0,0,0.363942712,0.363942712,0,1,3,0
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,1.015880642,1.015880642,1.015880642,0,-1.024039901,0.327692768,-1.024039901,0,0.11496025,0.11496025,0.11496025,0,0.268437746,0.268437746,0.268437746,0,0.176776695,0.176776695,0.176776695,0,-0.674284769,-1.419546882,-0.674284769,0,0.630592625,-0.242535625,0.630592625,0,-0.154074243,0.423704169,-0.154074243,0,-1.39892079,-1.39892079,-1.39892079,0,0,0,0,0,,,,,-0.104551649,0.765397488,-1.419546882,1.015880642,2.435427524,-0.142753783,-2.414801432,0.128843617,0.609060403,0.733498497,9,27,0.284078299
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,2.060786446,1.015880642,1.015880642,0,0.327692768,0.327692768,0.327692768,0,0.11496025,1.264562748,1.264562748,0,-0.766964989,-0.766964989,-0.766964989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.451568068,0.91264901,-0.766964989,2.060786446,2.827751435,-0.583977355,-2.131147566,0.201117837,0.440528634,0.916106961,4,12,0.677249037
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,1.015880642,-0.029025161,-0.029025161,0,1.679425437,0.327692768,0.327692768,0,0.11496025,0.11496025,0.11496025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.404169116,0.574282901,-0.029025161,1.679425437,1.708450598,-0.102158262,-0.204316523,0.324334372,0.609060403,0.339705896,3,9,0.09043589
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,-0.029025161,-1.073930965,-0.029025161,0,-1.024039901,-1.024039901,-1.024039901,0,0.11496025,-1.034642248,0.11496025,0,-0.766964989,-1.802367724,-0.766964989,0,-1.944543648,-1.944543648,-0.883883476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.874539414,0.691497562,-1.944543648,0.11496025,2.059503898,-0.251538566,-1.213663162,0.307364858,0.440528634,0.549296194,5,15,0.524247042
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,-0.029025161,-1.073930965,-0.029025161,0,-1.024039901,-2.37577257,-1.024039901,0,-2.184244746,-2.184244746,-2.184244746,0,-0.766964989,-0.766964989,-0.766964989,0,-0.883883476,-0.883883476,-0.883883476,0,-0.674284769,-1.419546882,-1.419546882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.143027324,0.698129219,-2.37577257,-0.029025161,2.346747409,-0.02227182,-0.793799082,0.193023609,0.609060403,0.630832868,6,18,0.004362655
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,-1.073930965,-1.073930965,-0.029025161,0,-1.024039901,1.679425437,0.327692768,0,-1.034642248,-1.034642248,-1.034642248,0,-0.766964989,-0.766964989,-0.766964989,0,-0.883883476,-0.883883476,0.176776695,0,0.816239457,-0.674284769,0.070977344,0,-1.115663875,-1.988792125,-1.115663875,0,-1.309631067,-1.887409479,-1.309631067,0,0,0,0,0,0,0,0,0,,,,,-0.695978342,0.828615639,-1.988792125,1.679425437,3.668217562,-0.1256508,-0.776594841,0.435866644,1.827181208,0.648001429,8,24,0.225595191
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,-0.029025161,-1.073930965,-1.073930965,0,0.327692768,0.327692768,0.327692768,0,0.11496025,0.11496025,0.11496025,0,0.268437746,0.268437746,0.268437746,0,1.237436867,0.176776695,0.176776695,0,0.070977344,-0.674284769,-0.674284769,0,1.503720875,-0.242535625,0.630592625,0,-0.154074243,-0.154074243,-0.154074243,0,1.057684647,0.648250408,0.648250408,0,0.433023525,0.433023525,0.433023525,0,,,,,0.178419815,0.579807166,-1.073930965,1.503720875,2.57765184,0.075225582,1.158652555,0.174231299,0.762352941,0.481682551,10,30,0.223573705
William Levy,Cheryl Burke,Actor/Actress,,Cuba,31,14,3rd Place,3,0.625543242,0.625543242,0.625543242,0,1.432078021,-0.442642297,1.432078021,0,0.784151527,0.784151527,2.30632802,0,-0.908445381,-0.908445381,0.276483377,0,1.406261033,0.580846948,1.406261033,0,0.75860312,0.151734784,1.365471455,0,0.429477845,-0.390434405,0.429477845,0,0.780868809,0.780868809,0.780868809,0,-0.242535625,-0.242535625,1.212678125,0,0.534522484,-1.870828693,0.534522484,0,,,,,0.501283213,0.850450814,-1.870828693,2.30632802,4.177156713,-0.078210032,-0.892804484,0.58658157,1.928571428,0.585095739,10,30,0.163788158
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,0.625543242,-0.625543242,0.625543242,0,-0.442642297,-0.442642297,-0.442642297,0,-0.738024966,-0.738024966,-0.738024966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.32405095,0.553474372,-0.738024966,0.625543242,1.363568208,-0.47326969,-0.94653938,0.173913043,0.52173913,0.484285174,3,9,0.955025647
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,0.625543242,-0.625543242,0.625543242,0,0.494717862,-0.442642297,0.494717862,0,-0.738024966,-0.738024966,-0.738024966,0,-0.908445381,-0.908445381,-0.908445381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.313922864,0.659657458,-0.908445381,0.625543242,1.533988623,-0.427116883,-1.116959795,0.203655122,0.52173913,0.592301219,4,12,0.866676405
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,1.876629727,0.625543242,1.876629727,0,-0.442642297,-0.442642297,0.494717862,0,0.784151527,-0.738024966,-0.738024966,0,0.276483377,-0.908445381,-0.908445381,0,-0.244567136,-0.244567136,-0.244567136,0,1.163141552,0.556273217,1.163141552,0,0.429477845,-1.210346655,-0.390434405,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.130165803,0.898424629,-1.210346655,1.876629727,3.086976382,-0.120784222,-1.850035304,0.407142684,0.772340425,0.761699076,7,21,0.11734385
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,0.625543242,-0.625543242,0.625543242,0,1.432078021,0.494717862,1.432078021,0,-0.738024966,-0.738024966,0.784151527,0,1.461412135,0.276483377,1.461412135,0,0.580846948,-0.244567136,0.580846948,0,-1.26433179,-0.657463454,-0.657463454,0,1.249390095,-1.210346655,-0.390434405,0,0.780868809,-0.156173762,0.780868809,0,0,0,0,0,0,0,0,0,,,,,0.245161139,0.878484222,-1.26433179,1.461412135,2.725743925,-0.083473975,0.260006871,0.533265748,1.568597561,0.662521955,8,24,0.095247349
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,-0.625543242,-1.876629727,-0.625543242,0,-0.442642297,-1.380002456,-0.442642297,0,-0.738024966,-0.738024966,-0.738024966,0,-0.908445381,0.276483377,-0.908445381,0,-1.069981221,-1.069981221,-1.069981221,0,-0.455133551,-0.455133551,-0.455133551,0,-1.210346655,-2.030258905,-1.210346655,0,-1.093216333,-1.093216333,-1.093216333,0,0,0,0,0,0,0,0,0,,,,,-0.893892961,0.488021463,-2.030258905,0.276483377,2.306742282,-0.044108607,-0.050644263,0.188340572,0.521739131,0.342563492,8,24,0.099475418
Martina Navratilova,Tony Dovolani,Athlete,,Czechoslovakia,55,14,Eliminated Week 2,12,-0.625543242,-1.876629727,-0.625543242,0,-1.380002456,-2.317362615,-1.380002456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.367513956,0.672720499,-2.317362615,-0.625543242,1.691819373,-0.649883772,-0.649883772,0.407310243,0.521739131,0.459537222,2,6,1
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,-0.625543242,-0.625543242,-0.625543242,0,0.494717862,0.494717862,0.494717862,0,0.784151527,-0.738024966,0.784151527,0,1.461412135,1.461412135,1.461412135,0,1.406261033,-0.244567136,0.580846948,0,0.354004,0.354004,0.354004,0,0.429477845,-0.390434405,0.429477845,0,0.780868809,-0.156173762,-0.156173762,0,-0.242535625,-1.697749375,1.212678125,0,0.534522484,-1.870828693,0.534522484,0,,,,,0.234474772,0.848004479,-1.870828693,1.461412135,3.332240828,-0.040495288,0.358282,0.601663562,2.117647058,0.571578875,10,30,0.046011679
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,-0.625543242,-1.876629727,-0.625543242,0,-0.442642297,-0.442642297,-0.442642297,0,-0.738024966,-0.738024966,-0.738024966,0,0.276483377,0.276483377,-0.908445381,0,-1.895395306,-1.895395306,-1.069981221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.792397897,0.676959391,-1.895395306,0.276483377,2.171878683,-0.083122099,-0.577685207,0.243372131,0.521739131,0.57605808,5,15,0.052052365
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,0.625543242,-0.625543242,0.625543242,0,-0.442642297,-2.317362615,-0.442642297,0,-0.738024966,-0.738024966,-0.738024966,0,-0.908445381,-2.09337414,-0.908445381,0,-1.069981221,-1.069981221,-0.244567136,0,-1.668870222,-1.668870222,-1.668870222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.894032445,0.801482991,-2.317362615,0.625543242,2.942905857,-0.260977206,-1.877384636,0.398064346,1.171525424,0.639979301,6,18,0.582024605
Katherine Jenkins,Mark Ballas,Singer/Rapper,,Wales,31,14,2nd Place,2,1.876629727,0.625543242,1.876629727,0,1.432078021,0.494717862,1.432078021,0,2.30632802,0.784151527,2.30632802,0,0.276483377,0.276483377,0.276483377,0,1.406261033,0.580846948,1.406261033,0,1.567740671,0.960872336,1.567740671,0,1.249390095,-0.390434405,0.429477845,0,-0.156173762,-0.156173762,0.780868809,0,-0.242535625,-1.697749375,-0.242535625,0,0.534522484,0.534522484,0.534522484,0,,,,,0.754378621,0.885439629,-1.697749375,2.30632802,4.004077395,-0.174405001,-0.925078415,0.360764815,0.772340425,0.758184978,10,30,0.485041564
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,-0.625543242,-0.625543242,-0.625543242,0,0.494717862,0.494717862,1.432078021,0,0.784151527,0.784151527,0.784151527,0,1.461412135,0.276483377,1.461412135,0,0.580846948,0.580846948,0.580846948,0,-0.85973267,-0.252864335,-0.252864335,0,2.069302345,0.429477845,1.249390095,0,0.780868809,-2.967301476,0.780868809,0,1.212678125,-0.242535625,1.212678125,0,0,0,0,0,,,,,0.40737603,1.006842654,-2.967301476,2.069302345,5.036603821,0.016573506,1.353150117,0.77163649,4.682926828,0.720751303,9,27,0.003965694
Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36,15,Eliminated Week 8,6,1.3239266,1.3239266,1.3239266,0,1.162476387,1.162476387,1.162476387,0,0.153284835,0.153284835,0.153284835,0,1.381402058,0.735551745,1.381402058,1.381402058,0.5737463,-0.024945491,0.5737463,0,-0.753778361,-0.753778361,0.150755672,0,-0.311719396,-0.311719396,-0.311719396,0,0.019516044,0.94008417,0.530799581,0,0,0,0,0,0,0,0,0,,,,,0.524792362,0.708256089,-0.753778361,1.381402058,2.135180419,-0.18837236,-0.827126668,0.088651702,0.272727272,0.690512871,8,25,0.446521168
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,0.596699313,0.596699313,0.596699313,0,1.85996222,1.162476387,1.162476387,0,0.153284835,0.153284835,0.153284835,0,0.089701432,0.089701432,-0.55614888,0.089701432,1.172438091,1.172438091,1.172438091,0,1.055289706,1.055289706,1.055289706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.675316118,0.597866517,-0.55614888,1.85996222,2.4161111,0.040008722,0.458590393,0.044407136,0.162162162,0.589219883,6,19,0.016136993
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,-0.857755262,-1.584982549,-0.857755262,0,-0.92998111,-0.92998111,-0.92998111,0,-0.858395075,-0.858395075,-0.858395075,0,-1.847849506,-1.847849506,-1.847849506,-1.847849506,-1.222329073,-1.222329073,-1.222329073,0,0.150755672,-1.658312395,0.150755672,0,-1.911700538,-1.911700538,-1.911700538,0,-1.821620207,-1.821620207,-1.821620207,0,0,0,0,0,0,0,0,0,,,,,-1.291230806,0.611059943,-1.911700538,0.150755672,2.06245621,-0.096605756,-0.721455849,0.15839945,1.09090909,0.53915,8,25,0.192636259
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,-0.130527975,-0.130527975,0.596699313,0,-0.232495277,-0.92998111,-0.232495277,0,1.164964745,1.164964745,1.164964745,0,0.089701432,0.735551745,0.735551745,0.735551745,-1.821020864,-1.821020864,-1.222329073,0,-0.753778361,-0.753778361,-0.753778361,0,0.415616165,0.415616165,0.415616165,0,0.019516044,-0.287401369,0.019516044,0,-1.670499815,-0.179001298,-1.073739339,0,-0.480893209,-0.480893209,0.755530343,0,,,,,-0.14596131,0.853357013,-1.821020864,1.164964745,2.985985609,-0.066898011,-0.180633146,0.166672829,0.563541176,0.813612279,10,31,0.061973048
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,0.596699313,-0.130527975,0.596699313,0,1.162476387,0.464990555,0.464990555,0,1.164964745,-0.858395075,0.153284835,0,-0.55614888,0.089701432,-0.55614888,-0.55614888,-0.623637282,1.172438091,0.5737463,0,1.055289706,1.055289706,1.055289706,0,-0.45711669,-0.45711669,-0.45711669,0,0.530799581,0.019516044,0.94008417,0,-0.179001298,0.268501947,1.013982757,0,0,0,0,0,,,,,0.269549529,0.663621874,-0.858395075,1.172438091,2.030833166,-0.00531224,0.013537585,0.319832993,1.02349624,0.481828674,9,28,0.000911657
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,1.3239266,2.051153887,1.3239266,0,-0.232495277,-0.232495277,-0.232495277,0,0.153284835,-0.858395075,0.153284835,0,0.089701432,0.089701432,0.089701432,0.089701432,-0.024945491,-0.024945491,0.5737463,0,-1.658312395,-1.658312395,0.150755672,0,-0.602601257,0.270131598,0.270131598,0,0.019516044,0.530799581,0.530799581,0,-1.073739339,-1.073739339,-1.073739339,0,0,0,0,0,,,,,-0.036998325,0.839697962,-1.658312395,2.051153887,3.709466282,-0.160006089,-2.640075035,0.229873644,1.09090909,0.787483572,9,28,0.309635879
Shawn Johnson,Derek Hough,Athlete,Iowa,United States,20,15,2nd Place,2,1.3239266,-0.857755262,0.596699313,0,1.162476387,0.464990555,1.162476387,0,1.164964745,-0.858395075,2.176644655,0,1.381402058,0.735551745,1.381402058,1.381402058,-0.024945491,-0.623637282,1.771129882,0,0.150755672,-1.658312395,1.055289706,0,0.997379885,0.997379885,0.997379885,0,0.94008417,-2.12853762,0.019516044,0,0.268501947,1.610743233,1.610743233,0,-0.480893209,-2.334972091,0.755530343,0,,,,,0.488352323,1.137177308,-2.334972091,2.176644655,4.511616746,-0.091004331,-1.041068536,1.285070196,2.479669985,0.678681236,10,31,0.164817712
Pamela Anderson,Tristan MacManus,Model,,Canada,45,15,Eliminated Week 1,13,-2.312209836,-2.312209836,-1.584982549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-2.06980074,0.41986487,-2.312209836,-1.584982549,0.727227287,0,0,0.176286509,0.176286509,0,1,3,0
Helio Castroneves,Chelsie Hightower,Racing Driver,,Brazil,37,15,Eliminated Week 3,10,-0.130527975,0.596699313,-0.130527975,0,0.464990555,-0.232495277,-0.232495277,0,0.153284835,0.153284835,0.153284835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0.088388652,0.29887816,-0.232495277,0.596699313,0.82919459,0.020701857,0.041403714,0.112816224,0.176286509,0.079296798,3,9,0.068156504
Joey Fatone,Kym Johnson,Singer/Rapper,New York,United States,35,15,Eliminated Week 2,12,-0.857755262,-0.130527975,-0.130527975,0,-0.232495277,-0.232495277,-0.232495277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.302716174,0.276462968,-0.857755262,-0.130527975,0.727227287,0.140441794,0.140441794,0.088143254,0.176286509,0.099307345,2,6,1
Drew Lachey,Anna Trebunskaya,Singer/Rapper,Ohio,United States,36,15,Eliminated Week 3,11,-0.130527975,-0.130527975,0.596699313,0,-0.232495277,-0.232495277,-0.232495277,0,-0.858395075,-0.858395075,-0.858395075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.32633641,0.474915068,-0.858395075,0.596699313,1.455094388,-0.485138098,-0.970276196,0.05876217,0.176286509,0.49189795,3,9,0.972704081
Bristol Palin,Mark Ballas,TV Personality,Alaska,United States,21,15,Eliminated Week 4,9,-0.857755262,-0.857755262,-0.857755262,0,-2.324952775,-2.324952775,-2.324952775,0,-1.870074985,-1.870074985,-1.870074985,0,-1.201999193,-1.201999193,-1.201999193,-1.201999193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.535872757,0.579398499,-2.324952775,-0.857755262,1.467197513,-0.0577854,-0.344243931,1.85E-32,7.40E-32,0.65892763,4,13,0.012817684
Melissa Rycroft,Tony Dovolani,TV Personality,Texas,United States,29,15,1st Place,1,-0.130527975,-0.130527975,-0.130527975,0,0.464990555,0.464990555,-0.232495277,0,1.164964745,1.164964745,1.164964745,0,0.089701432,0.089701432,0.735551745,0.735551745,-0.024945491,0.5737463,0.5737463,0,0.150755672,1.055289706,1.055289706,0,1.579230879,1.142864452,1.142864452,0,0.94008417,0.94008417,0.94008417,0,0.268501947,1.013982757,0.268501947,0,0.755530343,0.755530343,0.755530343,0,,,,,0.623805634,0.489741314,-0.232495277,1.579230879,1.811726156,0.071807878,0.886058318,0.09421267,0.272727273,0.435720741,10,31,0.248965495
Ingo Rademacher,Kym Johnson,Actor/Actress,,Germany,41,16,Eliminated Week 9,5,0.654476952,-0.369921756,0.654476952,0,-0.633750222,0.181071492,0.181071492,0,-0.098286019,-0.098286019,-0.098286019,0,0.490511472,-0.429197538,0.490511472,0,-0.585707413,-0.585707413,-0.585707413,0,-0.451929511,0.186088622,-0.451929511,0,-0.48507125,0.151584766,-0.48507125,0,-0.649758995,-0.649758995,-0.649758995,0,-1.625209017,-1.625209017,-1.625209017,0,0,0,0,0,,,,,-0.340517117,0.625752974,-1.625209017,0.654476952,2.279685969,-0.170048007,-1.938219733,0.124873697,0.349797571,0.574927889,9,27,0.656111428
Zendaya,Valentin Chmerkovskiy,Actor/Actress,California,United States,16,16,2nd Place,2,1.67887566,1.67887566,1.67887566,0,1.810714921,0.995893206,1.810714921,0,1.253227833,1.253227833,1.253227833,0,1.410220481,0.490511472,1.410220481,0,1.786407609,0.995702602,1.786407609,0,0.824106755,0.824106755,0.824106755,0,0.788240781,0.788240781,0.788240781,0,0.875762124,1.384269164,0.875762124,0,-0.722315119,-0.722315119,0.18057878,0,0.832046027,0.832046027,0.832046027,0,,,,,1.016600881,0.63812706,-0.722315119,1.810714921,2.53303004,-0.14563305,-0.846829633,0.106960343,0.281954887,0.598447724,10,30,0.542848811
Dorothy Hamill,Tristan MacManus,Athlete,Illinois,United States,56,16,Withdrew,12,0.654476952,0.654476952,0.654476952,0,-1.448571937,-1.448571937,-1.448571937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.397047493,1.151887316,-1.448571937,0.654476952,2.103048889,-2.103048889,-2.103048889,3.70E-32,7.40E-32,1.487080131,2,6,1
Victor Ortiz,Lindsay Arnold,Athlete,Kansas,United States,26,16,Eliminated Week 6,8,-0.369921756,-0.369921756,-0.369921756,0,-0.633750222,-0.633750222,-0.633750222,0,0.71265473,-0.098286019,0.71265473,0,-1.348906547,-1.348906547,-1.348906547,0,-0.585707413,-0.585707413,-0.585707413,0,-1.727965776,-1.089947644,-1.727965776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.668539643,0.69635044,-1.727965776,0.71265473,2.440620506,-0.210685023,-1.145371309,0.059149558,0.219208299,0.708687623,6,18,0.309332589
Alexandra Raisman,Mark Ballas,Athlete,Massachusetts,United States,18,16,Eliminated Week 10,4,0.654476952,0.654476952,0.654476952,0,0.995893206,0.995893206,0.995893206,0,-0.098286019,0.71265473,0.71265473,0,1.410220481,1.410220481,1.410220481,0,0.204997594,0.204997594,0.995702602,0,0.824106755,1.462124888,0.824106755,0,1.424896797,0.788240781,1.424896797,0,0.367255084,0.875762124,0.875762124,0,1.083472678,0.18057878,1.083472678,0,-0.831990559,-0.831990559,0.832046027,0,,,,,0.743241143,0.588958876,-0.831990559,1.462124888,2.294115447,-0.052027966,-0.931788649,0.197935063,0.92300592,0.475340147,10,30,0.109818659
Jacoby Jones,Karina Smirnoff,Athlete,Louisiana,United States,28,16,3rd Place,3,0.654476952,-0.369921756,0.654476952,0,0.995893206,0.181071492,0.995893206,0,1.253227833,1.253227833,1.253227833,0,0.490511472,0.490511472,0.490511472,0,0.995702602,0.204997594,0.995702602,0,-0.451929511,-0.451929511,-0.451929511,0,0.151584766,0.151584766,0.151584766,0,-0.141251955,0.367255084,-0.141251955,0,1.083472678,0.18057878,1.083472678,0,-1.386780357,-1.386780357,-1.386780357,0,,,,,0.263680359,0.774348689,-1.386780357,1.253227833,2.64000819,-0.140704826,-1.699791073,0.113744612,0.349797571,0.748182208,10,30,0.324201239
D. L. Hughley,Cheryl Burke,Comedian,Virginia,United States,50,16,Eliminated Week 5,9,-2.418719171,-2.418719171,-2.418719171,0,-1.448571937,-1.448571937,-0.633750222,0,-0.909226767,-1.720167516,-1.720167516,0,-0.429197538,-0.429197538,-0.429197538,0,-1.37641242,-1.37641242,-1.37641242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-1.370229552,0.705430136,-2.418719171,-0.429197538,1.989521633,0.283238066,1.042306751,0.088103955,0.221311476,0.712144877,5,15,0.395463623
Andy Dick,Sharna Burgess,Comedian,South Carolina,United States,47,16,Eliminated Week 7,7,-0.369921756,-1.394320463,-0.369921756,0,0.181071492,-0.633750222,0.181071492,0,-0.909226767,-0.909226767,-0.909226767,0,-0.429197538,-0.429197538,-0.429197538,0,-1.37641242,-1.37641242,-1.37641242,0,-1.089947644,-0.451929511,-1.089947644,0,-2.395039297,-1.758383282,-1.758383282,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,-0.909233907,0.653478706,-2.395039297,0.181071492,2.576110789,-0.20779664,-1.259213962,0.120272626,0.34979757,0.617201192,7,21,0.528969107
